index,Output,Input
398,"W--Dude, Morty, what happened i...?","You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later. ...Motherfucker! ...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob. Ugh, y-you're probably confused because we barely know each other... Goddammit, why am I crying? It makes no sense. Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me. "
399,Titty-Bean?,"Greater good?! Just let Titty-Bean do this, Snuzzles. It's for the greater good. Sweetheart? Not all of us. I sense this means we are not drying. Shut up. "
400,"Yeah, I feel safer already.","It's the galaxy's faith in the Vindicators that keeps the galaxy secure! Never said that! It's like you said, Morty Titty-Bean? Greater good?! Just let Titty-Bean do this, Snuzzles. It's for the greater good. "
401,"I'll say, we are gettin' some good licks in while choking to death.","No doubt. Who do we make the check out to? Yeah, I feel safer already. It's the galaxy's faith in the Vindicators that keeps the galaxy secure! Never said that! It's like you said, Morty Titty-Bean? "
402,Damn! She double-crossed Snuzzles!,"Goodbye, my love. You were always the romantic.  Which is why you can't leave either. Who knows? But we can make it simple again. When did it get so complicated? Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man. Right? "
403,"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad.","Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there Silence! I'm going to enjoy this... Damn! She double-crossed Snuzzles! Goodbye, my love. You were always the romantic.  Which is why you can't leave either. Who knows? But we can make it simple again. "
404,"Ah, who cares?","Rick, Supernova's getting away! Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad. Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there Silence! I'm going to enjoy this... Damn! She double-crossed Snuzzles! Goodbye, my love. "
405,"Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here.","But.. she was trying to kill us! Ah, who cares? Rick, Supernova's getting away! Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad. Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there Silence! I'm going to enjoy this... "
406,"Shut up, Summer.","Man, Grandpa Rick must have gotten shitfaced. Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators. Morty, you're wearing a Vindicator jacket. Are you a little superhero now? Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here. But.. she was trying to kill us! Ah, who cares? "
407,Who the fuck is Noob-Noob?,"Shut up, Summer. Man, Grandpa Rick must have gotten shitfaced. Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators. Morty, you're wearing a Vindicator jacket. Are you a little superhero now? Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here. But.. she was trying to kill us! "
408,"Alright, Morty. You ready for our adventure to the lost city of Atlantis?","Who the fuck is Noob-Noob? Shut up, Summer. Man, Grandpa Rick must have gotten shitfaced. Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators. Morty, you're wearing a Vindicator jacket. Are you a little superhero now? Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here. "
409,"Oh, for fuck’s sake.","Ready as I’ll ever be, Rick! Alright, Morty. You ready for our adventure to the lost city of Atlantis? Who the fuck is Noob-Noob? Shut up, Summer. Man, Grandpa Rick must have gotten shitfaced. Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators. "
410,"What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot.","Oh, for fuck’s sake. Ready as I’ll ever be, Rick! Alright, Morty. You ready for our adventure to the lost city of Atlantis? Who the fuck is Noob-Noob? Shut up, Summer. Man, Grandpa Rick must have gotten shitfaced. "
411,Every day.,"Yeah, he knows. He murdered them. They tried to murder him first. What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot. Oh, for fuck’s sake. Ready as I’ll ever be, Rick! Alright, Morty. You ready for our adventure to the lost city of Atlantis? "
412,You don’t have to be a dick.,"Every day. Yeah, he knows. He murdered them. They tried to murder him first. What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot. Oh, for fuck’s sake. Ready as I’ll ever be, Rick! "
413,"Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis.  Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas.","Geez. I didn’t know there were still Ricks and Mortys living on the Citadel. I wonder what their day-to-day lives are like. You don’t have to be a dick. Every day. Yeah, he knows. He murdered them. They tried to murder him first. What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot. "
414,"Whoa!! Hahaha, yeah! Atlantis, baby!","Holy crap... Slick's wish came true. I don't know, and I don't have to know. I've been fired.  Good luck, turds. To what? No graduation. No new Ricks. The school's curriculum is changing. Did we miss graduation? Where are the new Ricks? But... I violated at least a dozen departmental codes! "
415,Got some of that mermaid puss!,"That was amazing! Whoa!! Hahaha, yeah! Atlantis, baby! Holy crap... Slick's wish came true. I don't know, and I don't have to know. I've been fired.  Good luck, turds. To what? No graduation. No new Ricks. The school's curriculum is changing. "
416,"Pssh! Not at all, Morty. That place will never have any bearing over our lives ever again. Unlike that mermaid puss! Yeah!! We're going back for seconds! We're gonna do that shit every week, man! That was Atlantis!","I'm really hoping it wasn't a one-off thing and I can see her again. By the way, hey, um... still not curious about what might've happened at that crazy Citadel place? Got some of that mermaid puss! That was amazing! Whoa!! Hahaha, yeah! Atlantis, baby! Holy crap... Slick's wish came true. I don't know, and I don't have to know. I've been fired.  Good luck, turds. "
